block,card,alt,title,cost,nature,farmland,meals_nature,meals_farmland,access,distance,treatment,alt_id,card_id,card_dcreate,ind_id,pooled_card_id,ind_card_id,choice,asc,access_indicator,access_nature,access_farmland,access_distance,distance_nature,distance_farmland,distance_meals_nature,distance_meals_farmland
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,88,18,528,0,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,88,18,528,1,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,89,19,529,1,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,89,19,529,0,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,89,20,530,1,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,89,20,530,0,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,89,21,531,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,89,21,531,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,89,22,532,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,89,22,532,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,89,23,533,1,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,89,23,533,0,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,89,24,534,0,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,89,24,534,1,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,90,25,535,1,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,90,25,535,0,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,90,26,536,0,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,90,26,536,1,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,90,27,537,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,90,27,537,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,90,28,538,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,90,28,538,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,90,29,539,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,90,29,539,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,90,30,540,0,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,90,30,540,1,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,91,1,541,1,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,91,1,541,0,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,91,2,542,0,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,91,2,542,1,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,91,3,543,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,91,3,543,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,91,4,544,0,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,91,4,544,1,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,91,5,545,1,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,91,5,545,0,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,91,6,546,0,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,91,6,546,1,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,92,7,547,0,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,92,7,547,1,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,92,8,548,0,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,92,8,548,1,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,92,9,549,1,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,92,9,549,0,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,92,10,550,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,92,10,550,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,92,11,551,1,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,92,11,551,0,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,92,12,552,0,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,92,12,552,1,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,93,13,553,1,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,93,13,553,0,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,93,14,554,0,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,93,14,554,1,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,93,15,555,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,93,15,555,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,93,16,556,1,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,93,16,556,0,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,93,17,557,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,93,17,557,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,93,18,558,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,93,18,558,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,94,19,559,1,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,94,19,559,0,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,94,20,560,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,94,20,560,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,94,21,561,1,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,94,21,561,0,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,94,22,562,0,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,94,22,562,1,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,94,23,563,0,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,94,23,563,1,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,94,24,564,0,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,94,24,564,1,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,95,25,565,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,95,25,565,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,95,26,566,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,95,26,566,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,95,27,567,1,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,95,27,567,0,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,95,28,568,1,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,95,28,568,0,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,95,29,569,1,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,95,29,569,0,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,95,30,570,0,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,95,30,570,1,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,96,1,571,0,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,96,1,571,1,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,96,2,572,1,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,96,2,572,0,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,96,3,573,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,96,3,573,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,96,4,574,0,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,96,4,574,1,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,96,5,575,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,96,5,575,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,96,6,576,0,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,96,6,576,1,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,97,7,577,0,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,97,7,577,1,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,97,8,578,0,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,97,8,578,1,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,97,9,579,1,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,97,9,579,0,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,97,10,580,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,97,10,580,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,97,11,581,1,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,97,11,581,0,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,97,12,582,0,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,97,12,582,1,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,98,13,583,1,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,98,13,583,0,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,98,14,584,1,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,98,14,584,0,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,98,15,585,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,98,15,585,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,98,16,586,1,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,98,16,586,0,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,98,17,587,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,98,17,587,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,98,18,588,0,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,98,18,588,1,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,99,19,589,0,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,99,19,589,1,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,99,20,590,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,99,20,590,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,99,21,591,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,99,21,591,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,99,22,592,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,99,22,592,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,99,23,593,0,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,99,23,593,1,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,99,24,594,0,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,99,24,594,1,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,100,25,595,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,100,25,595,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,100,26,596,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,100,26,596,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,100,27,597,1,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,100,27,597,0,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,100,28,598,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,100,28,598,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,100,29,599,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,100,29,599,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,100,30,600,0,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,100,30,600,1,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,101,1,601,1,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,101,1,601,0,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,101,2,602,1,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,101,2,602,0,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,101,3,603,1,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,101,3,603,0,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,101,4,604,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,101,4,604,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,101,5,605,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,101,5,605,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,101,6,606,1,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,101,6,606,0,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,102,7,607,1,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,102,7,607,0,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,102,8,608,1,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,102,8,608,0,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,102,9,609,1,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,102,9,609,0,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,102,10,610,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,102,10,610,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,102,11,611,1,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,102,11,611,0,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,102,12,612,0,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,102,12,612,1,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,103,13,613,0,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,103,13,613,1,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,103,14,614,1,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,103,14,614,0,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,103,15,615,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,103,15,615,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,103,16,616,0,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,103,16,616,1,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,103,17,617,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,103,17,617,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,103,18,618,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,103,18,618,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,104,19,619,1,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,104,19,619,0,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,104,20,620,1,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,104,20,620,0,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,104,21,621,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,104,21,621,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,104,22,622,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,104,22,622,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,104,23,623,1,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,104,23,623,0,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,104,24,624,0,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,104,24,624,1,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,105,25,625,1,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,105,25,625,0,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,105,26,626,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,105,26,626,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,105,27,627,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,105,27,627,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,105,28,628,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,105,28,628,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,105,29,629,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,105,29,629,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,105,30,630,1,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,105,30,630,0,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,106,1,631,1,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,106,1,631,0,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,106,2,632,0,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,106,2,632,1,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,106,3,633,1,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,106,3,633,0,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,106,4,634,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,106,4,634,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,106,5,635,1,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,106,5,635,0,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,106,6,636,1,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,106,6,636,0,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,107,7,637,1,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,107,7,637,0,1,1,0,0,0,0,0,0,0
